DT,Home,Away,Home_points,Away_points,season,country,league
2017-10-22 02:00:00,Miami Heat,Indiana Pacers,112.0,108.0,2017-2018,usa,nba
2017-10-22 02:00:00,New York Knicks,Detroit Pistons,107.0,111.0,2017-2018,usa,nba
2017-10-22 01:30:00,Toronto Raptors,Philadelphia 76ers,128.0,94.0,2017-2018,usa,nba
2017-10-21 04:00:00,Phoenix Suns,Los Angeles Lakers,130.0,132.0,2017-2018,usa,nba
2017-10-21 03:30:00,New Orleans Pelicans,Golden State Warriors,120.0,128.0,2017-2018,usa,nba
2017-10-21 02:30:00,Dallas Mavericks,Sacramento Kings,88.0,93.0,2017-2018,usa,nba
2017-10-21 02:00:00,Minnesota Timberwolves,Utah Jazz,100.0,97.0,2017-2018,usa,nba
2017-10-21 01:30:00,Brooklyn Nets,Orlando Magic,126.0,121.0,2017-2018,usa,nba
2017-10-21 01:00:00,Charlotte Hornets,Atlanta Hawks,109.0,91.0,2017-2018,usa,nba
2017-10-21 01:00:00,Indiana Pacers,Portland Trail Blazers,96.0,114.0,2017-2018,usa,nba
2017-10-21 01:00:00,Milwaukee Bucks,Cleveland Cavaliers,97.0,116.0,2017-2018,usa,nba
2017-10-21 01:00:00,Philadelphia 76ers,Boston Celtics,92.0,102.0,2017-2018,usa,nba
2017-10-21 01:00:00,Washington Wizards,Detroit Pistons,115.0,111.0,2017-2018,usa,nba
2017-10-20 04:30:00,Los Angeles Lakers,Los Angeles Clippers,92.0,108.0,2017-2018,usa,nba
2017-10-20 02:00:00,Oklahoma City Thunder,New York Knicks,105.0,84.0,2017-2018,usa,nba
2017-10-20 01:30:00,Toronto Raptors,Chicago Bulls,117.0,100.0,2017-2018,usa,nba
2017-10-19 04:00:00,Phoenix Suns,Portland Trail Blazers,76.0,124.0,2017-2018,usa,nba
2017-10-19 04:00:00,Sacramento Kings,Houston Rockets,100.0,105.0,2017-2018,usa,nba
2017-10-19 03:30:00,San Antonio Spurs,Minnesota Timberwolves,107.0,99.0,2017-2018,usa,nba
2017-10-19 03:00:00,Utah Jazz,Denver Nuggets,106.0,96.0,2017-2018,usa,nba
2017-10-19 02:30:00,Dallas Mavericks,Atlanta Hawks,111.0,117.0,2017-2018,usa,nba
2017-10-19 02:00:00,Memphis Grizzlies,New Orleans Pelicans,103.0,91.0,2017-2018,usa,nba
2017-10-19 01:30:00,Boston Celtics,Milwaukee Bucks,100.0,108.0,2017-2018,usa,nba
2017-10-19 01:00:00,Detroit Pistons,Charlotte Hornets,102.0,90.0,2017-2018,usa,nba
2017-10-19 01:00:00,Indiana Pacers,Brooklyn Nets,140.0,131.0,2017-2018,usa,nba
2017-10-19 01:00:00,Orlando Magic,Miami Heat,116.0,109.0,2017-2018,usa,nba
2017-10-19 01:00:00,Washington Wizards,Philadelphia 76ers,120.0,115.0,2017-2018,usa,nba
2017-10-18 04:30:00,Golden State Warriors,Houston Rockets,121.0,122.0,2017-2018,usa,nba
2017-10-18 02:00:00,Cleveland Cavaliers,Boston Celtics,102.0,99.0,2017-2018,usa,nba
2017-10-14 04:30:00,Golden State Warriors,Sacramento Kings,117.0,106.0,2017-2018,usa,nba
2017-10-14 04:30:00,Los Angeles Clippers,Los Angeles Lakers,104.0,111.0,2017-2018,usa,nba
2017-10-14 02:30:00,Milwaukee Bucks,Detroit Pistons,107.0,103.0,2017-2018,usa,nba
2017-10-14 02:30:00,Philadelphia 76ers,Miami Heat,119.0,95.0,2017-2018,usa,nba
2017-10-14 02:00:00,Chicago Bulls,Toronto Raptors,104.0,125.0,2017-2018,usa,nba
2017-10-14 02:00:00,Houston Rockets,San Antonio Spurs,97.0,106.0,2017-2018,usa,nba
2017-10-14 02:00:00,Memphis Grizzlies,New Orleans Pelicans,142.0,101.0,2017-2018,usa,nba
2017-10-14 01:30:00,New York Knicks,Washington Wizards,103.0,110.0,2017-2018,usa,nba
2017-10-14 01:00:00,Orlando Magic,Cleveland Cavaliers,106.0,113.0,2017-2018,usa,nba
2017-10-14 00:00:00,Charlotte Hornets,Dallas Mavericks,111.0,96.0,2017-2018,usa,nba
2017-10-13 04:30:00,Los Angeles Clippers,Sacramento Kings,104.0,87.0,2017-2018,usa,nba
2017-10-13 01:30:00,Atlanta Hawks,Dallas Mavericks,94.0,108.0,2017-2018,usa,nba
2017-10-12 04:00:00,Phoenix Suns,Portland Trail Blazers,104.0,113.0,2017-2018,usa,nba
2017-10-12 03:30:00,Memphis Grizzlies,Houston Rockets,89.0,101.0,2017-2018,usa,nba
2017-10-12 01:30:00,Brooklyn Nets,Philadelphia 76ers,114.0,133.0,2017-2018,usa,nba
2017-10-12 01:30:00,Miami Heat,Washington Wizards,117.0,115.0,2017-2018,usa,nba
2017-10-12 01:00:00,Charlotte Hornets,Boston Celtics,100.0,108.0,2017-2018,usa,nba
2017-10-11 04:30:00,Los Angeles Lakers,Utah Jazz,99.0,105.0,2017-2018,usa,nba
2017-10-11 03:00:00,Denver Nuggets,Oklahoma City Thunder,86.0,96.0,2017-2018,usa,nba
2017-10-11 02:30:00,San Antonio Spurs,Orlando Magic,98.0,103.0,2017-2018,usa,nba
2017-10-11 02:00:00,Cleveland Cavaliers,Chicago Bulls,94.0,108.0,2017-2018,usa,nba
2017-10-11 01:00:00,Toronto Raptors,Detroit Pistons,116.0,94.0,2017-2018,usa,nba
2017-10-10 04:00:00,Phoenix Suns,Utah Jazz,102.0,120.0,2017-2018,usa,nba
2017-10-10 04:00:00,Sacramento Kings,Portland Trail Blazers,83.0,97.0,2017-2018,usa,nba
2017-10-10 02:30:00,Dallas Mavericks,Orlando Magic,99.0,96.0,2017-2018,usa,nba
2017-10-10 01:30:00,Atlanta Hawks,Memphis Grizzlies,99.0,88.0,2017-2018,usa,nba
2017-10-10 01:30:00,Boston Celtics,Philadelphia 76ers,113.0,96.0,2017-2018,usa,nba
2017-10-10 01:30:00,Miami Heat,Charlotte Hornets,109.0,106.0,2017-2018,usa,nba
2017-10-10 01:30:00,New York Knicks,Houston Rockets,95.0,117.0,2017-2018,usa,nba
2017-10-10 01:00:00,Detroit Pistons,Indiana Pacers,107.0,97.0,2017-2018,usa,nba
2017-10-09 03:00:00,Los Angeles Lakers,Sacramento Kings,75.0,69.0,2017-2018,usa,nba
2017-10-09 01:30:00,Brooklyn Nets,New York Knicks,117.0,83.0,2017-2018,usa,nba
2017-10-09 01:00:00,Chicago Bulls,New Orleans Pelicans,95.0,108.0,2017-2018,usa,nba
2017-10-08 22:00:00,San Antonio Spurs,Denver Nuggets,122.0,100.0,2017-2018,usa,nba
2017-10-08 21:30:00,Los Angeles Clippers,Portland Trail Blazers,106.0,134.0,2017-2018,usa,nba
2017-10-08 21:00:00,Washington Wizards,Cleveland Cavaliers,102.0,95.0,2017-2018,usa,nba
2017-10-08 13:00:00,Minnesota Timberwolves,Golden State Warriors,110.0,142.0,2017-2018,usa,nba
2017-10-08 01:00:00,Orlando Magic,Miami Heat,93.0,90.0,2017-2018,usa,nba
2017-10-07 03:00:00,Utah Jazz,Phoenix Suns,112.0,101.0,2017-2018,usa,nba
2017-10-07 02:30:00,San Antonio Spurs,Sacramento Kings,113.0,93.0,2017-2018,usa,nba
2017-10-07 02:00:00,Chicago Bulls,Milwaukee Bucks,114.0,101.0,2017-2018,usa,nba
2017-10-07 02:00:00,Oklahoma City Thunder,New Orleans Pelicans,102.0,91.0,2017-2018,usa,nba
2017-10-07 01:30:00,Cleveland Cavaliers,Indiana Pacers,102.0,106.0,2017-2018,usa,nba
2017-10-07 01:00:00,Detroit Pistons,Atlanta Hawks,109.0,87.0,2017-2018,usa,nba
2017-10-07 01:00:00,Philadelphia 76ers,Boston Celtics,102.0,110.0,2017-2018,usa,nba
2017-10-07 01:00:00,Washington Wizards,New York Knicks,104.0,100.0,2017-2018,usa,nba
2017-10-06 04:00:00,Portland Trail Blazers,Toronto Raptors,106.0,101.0,2017-2018,usa,nba
2017-10-06 01:30:00,Brooklyn Nets,Miami Heat,107.0,88.0,2017-2018,usa,nba
2017-10-06 01:00:00,Orlando Magic,Dallas Mavericks,112.0,89.0,2017-2018,usa,nba
2017-10-05 08:00:00,Golden State Warriors,Minnesota Timberwolves,95.0,111.0,2017-2018,usa,nba
2017-10-05 04:00:00,Los Angeles Lakers,Denver Nuggets,104.0,122.0,2017-2018,usa,nba
2017-10-05 02:30:00,Dallas Mavericks,Chicago Bulls,118.0,71.0,2017-2018,usa,nba
2017-10-05 02:00:00,Milwaukee Bucks,Indiana Pacers,86.0,104.0,2017-2018,usa,nba
2017-10-05 01:00:00,Cleveland Cavaliers,Atlanta Hawks,93.0,109.0,2017-2018,usa,nba
2017-10-05 01:00:00,Detroit Pistons,Charlotte Hornets,106.0,108.0,2017-2018,usa,nba
2017-10-05 01:00:00,Philadelphia 76ers,Memphis Grizzlies,89.0,110.0,2017-2018,usa,nba
2017-10-04 07:00:00,Los Angeles Clippers,Toronto Raptors,98.0,84.0,2017-2018,usa,nba
2017-10-04 04:00:00,Portland Trail Blazers,Phoenix Suns,112.0,114.0,2017-2018,usa,nba
2017-10-04 02:00:00,New Orleans Pelicans,Chicago Bulls,109.0,113.0,2017-2018,usa,nba
2017-10-04 02:00:00,Oklahoma City Thunder,Houston Rockets,97.0,104.0,2017-2018,usa,nba
2017-10-04 01:30:00,New York Knicks,Brooklyn Nets,107.0,115.0,2017-2018,usa,nba
2017-10-03 04:30:00,Los Angeles Lakers,Denver Nuggets,107.0,113.0,2017-2018,usa,nba
2017-10-03 04:00:00,Sacramento Kings,San Antonio Spurs,106.0,100.0,2017-2018,usa,nba
2017-10-03 02:30:00,Dallas Mavericks,Milwaukee Bucks,106.0,104.0,2017-2018,usa,nba
2017-10-03 02:00:00,Memphis Grizzlies,Orlando Magic,92.0,84.0,2017-2018,usa,nba
2017-10-03 01:30:00,Boston Celtics,Charlotte Hornets,94.0,82.0,2017-2018,usa,nba
2017-10-02 04:00:00,Toronto Raptors,Los Angeles Clippers,121.0,113.0,2017-2018,usa,nba
2017-10-02 00:00:00,Miami Heat,Atlanta Hawks,96.0,90.0,2017-2018,usa,nba
2017-10-01 04:00:00,Los Angeles Lakers,Minnesota Timberwolves,99.0,108.0,2017-2018,usa,nba
2017-10-01 02:30:00,Golden State Warriors,Denver Nuggets,102.0,108.0,2017-2018,usa,nba
2017-06-13 03:00:00,Golden State Warriors,Cleveland Cavaliers,129.0,120.0,2016-2017,usa,nba
2017-06-10 03:00:00,Cleveland Cavaliers,Golden State Warriors,137.0,116.0,2016-2017,usa,nba
2017-06-08 03:00:00,Cleveland Cavaliers,Golden State Warriors,113.0,118.0,2016-2017,usa,nba
2017-06-05 02:00:00,Golden State Warriors,Cleveland Cavaliers,132.0,113.0,2016-2017,usa,nba
2017-06-02 03:00:00,Golden State Warriors,Cleveland Cavaliers,113.0,91.0,2016-2017,usa,nba
2017-05-26 02:30:00,Boston Celtics,Cleveland Cavaliers,102.0,135.0,2016-2017,usa,nba
2017-05-24 02:30:00,Cleveland Cavaliers,Boston Celtics,112.0,99.0,2016-2017,usa,nba
2017-05-23 03:00:00,San Antonio Spurs,Golden State Warriors,115.0,129.0,2016-2017,usa,nba
2017-05-22 02:30:00,Cleveland Cavaliers,Boston Celtics,108.0,111.0,2016-2017,usa,nba
2017-05-21 03:00:00,San Antonio Spurs,Golden State Warriors,108.0,120.0,2016-2017,usa,nba
2017-05-20 02:30:00,Boston Celtics,Cleveland Cavaliers,86.0,130.0,2016-2017,usa,nba
2017-05-18 02:30:00,Boston Celtics,Cleveland Cavaliers,104.0,117.0,2016-2017,usa,nba
2017-05-17 03:00:00,Golden State Warriors,San Antonio Spurs,136.0,100.0,2016-2017,usa,nba
2017-05-16 02:00:00,Boston Celtics,Washington Wizards,115.0,105.0,2016-2017,usa,nba
2017-05-14 21:30:00,Golden State Warriors,San Antonio Spurs,113.0,111.0,2016-2017,usa,nba
2017-05-13 02:00:00,Washington Wizards,Boston Celtics,92.0,91.0,2016-2017,usa,nba
2017-05-12 02:00:00,Houston Rockets,San Antonio Spurs,75.0,114.0,2016-2017,usa,nba
2017-05-11 02:00:00,Boston Celtics,Washington Wizards,123.0,101.0,2016-2017,usa,nba
2017-05-10 02:00:00,San Antonio Spurs,Houston Rockets,110.0,107.0,2016-2017,usa,nba
2017-05-09 03:00:00,Utah Jazz,Golden State Warriors,95.0,121.0,2016-2017,usa,nba
2017-05-08 03:00:00,Houston Rockets,San Antonio Spurs,125.0,104.0,2016-2017,usa,nba
2017-05-08 00:30:00,Washington Wizards,Boston Celtics,121.0,102.0,2016-2017,usa,nba
2017-05-07 21:30:00,Toronto Raptors,Cleveland Cavaliers,102.0,109.0,2016-2017,usa,nba
2017-05-07 02:30:00,Utah Jazz,Golden State Warriors,91.0,102.0,2016-2017,usa,nba
2017-05-06 03:30:00,Houston Rockets,San Antonio Spurs,92.0,103.0,2016-2017,usa,nba
2017-05-06 01:00:00,Toronto Raptors,Cleveland Cavaliers,94.0,115.0,2016-2017,usa,nba
2017-05-05 04:30:00,Golden State Warriors,Utah Jazz,115.0,104.0,2016-2017,usa,nba
2017-05-05 02:00:00,Washington Wizards,Boston Celtics,116.0,89.0,2016-2017,usa,nba
2017-05-04 03:30:00,San Antonio Spurs,Houston Rockets,121.0,96.0,2016-2017,usa,nba
2017-05-04 01:00:00,Cleveland Cavaliers,Toronto Raptors,125.0,103.0,2016-2017,usa,nba
2017-05-03 04:30:00,Golden State Warriors,Utah Jazz,106.0,94.0,2016-2017,usa,nba
2017-05-03 02:00:00,Boston Celtics,Washington Wizards,129.0,119.0,2016-2017,usa,nba
2017-05-02 03:30:00,San Antonio Spurs,Houston Rockets,99.0,126.0,2016-2017,usa,nba
2017-05-02 01:00:00,Cleveland Cavaliers,Toronto Raptors,116.0,105.0,2016-2017,usa,nba
2017-04-30 21:30:00,Los Angeles Clippers,Utah Jazz,91.0,104.0,2016-2017,usa,nba
2017-04-30 19:00:00,Boston Celtics,Washington Wizards,123.0,111.0,2016-2017,usa,nba
2017-04-29 04:30:00,Utah Jazz,Los Angeles Clippers,93.0,98.0,2016-2017,usa,nba
2017-04-29 02:00:00,Chicago Bulls,Boston Celtics,83.0,105.0,2016-2017,usa,nba
2017-04-29 01:30:00,Atlanta Hawks,Washington Wizards,99.0,115.0,2016-2017,usa,nba
2017-04-28 03:30:00,Memphis Grizzlies,San Antonio Spurs,96.0,103.0,2016-2017,usa,nba
2017-04-28 01:00:00,Milwaukee Bucks,Toronto Raptors,89.0,92.0,2016-2017,usa,nba
2017-04-27 02:30:00,Boston Celtics,Chicago Bulls,108.0,97.0,2016-2017,usa,nba
2017-04-27 00:00:00,Washington Wizards,Atlanta Hawks,103.0,99.0,2016-2017,usa,nba
2017-04-26 04:30:00,Los Angeles Clippers,Utah Jazz,92.0,96.0,2016-2017,usa,nba
2017-04-26 03:00:00,San Antonio Spurs,Memphis Grizzlies,116.0,103.0,2016-2017,usa,nba
2017-04-26 02:00:00,Houston Rockets,Oklahoma City Thunder,105.0,99.0,2016-2017,usa,nba
2017-04-25 04:30:00,Portland Trail Blazers,Golden State Warriors,103.0,128.0,2016-2017,usa,nba
2017-04-25 02:00:00,Atlanta Hawks,Washington Wizards,111.0,101.0,2016-2017,usa,nba
2017-04-25 01:00:00,Toronto Raptors,Milwaukee Bucks,118.0,93.0,2016-2017,usa,nba
2017-04-24 03:00:00,Utah Jazz,Los Angeles Clippers,105.0,98.0,2016-2017,usa,nba
2017-04-24 00:30:00,Chicago Bulls,Boston Celtics,95.0,104.0,2016-2017,usa,nba
2017-04-23 21:30:00,Oklahoma City Thunder,Houston Rockets,109.0,113.0,2016-2017,usa,nba
2017-04-23 19:00:00,Indiana Pacers,Cleveland Cavaliers,102.0,106.0,2016-2017,usa,nba
2017-04-23 04:30:00,Portland Trail Blazers,Golden State Warriors,113.0,119.0,2016-2017,usa,nba
2017-04-23 02:00:00,Memphis Grizzlies,San Antonio Spurs,110.0,108.0,2016-2017,usa,nba
2017-04-22 23:30:00,Atlanta Hawks,Washington Wizards,116.0,98.0,2016-2017,usa,nba
2017-04-22 21:00:00,Milwaukee Bucks,Toronto Raptors,76.0,87.0,2016-2017,usa,nba
2017-04-22 04:00:00,Utah Jazz,Los Angeles Clippers,106.0,111.0,2016-2017,usa,nba
2017-04-22 03:30:00,Oklahoma City Thunder,Houston Rockets,115.0,113.0,2016-2017,usa,nba
2017-04-22 01:00:00,Chicago Bulls,Boston Celtics,87.0,104.0,2016-2017,usa,nba
2017-04-21 03:30:00,Memphis Grizzlies,San Antonio Spurs,105.0,94.0,2016-2017,usa,nba
2017-04-21 02:00:00,Milwaukee Bucks,Toronto Raptors,104.0,77.0,2016-2017,usa,nba
2017-04-21 01:00:00,Indiana Pacers,Cleveland Cavaliers,114.0,119.0,2016-2017,usa,nba
2017-04-20 04:30:00,Golden State Warriors,Portland Trail Blazers,110.0,81.0,2016-2017,usa,nba
2017-04-20 02:00:00,Houston Rockets,Oklahoma City Thunder,115.0,111.0,2016-2017,usa,nba
2017-04-20 01:00:00,Washington Wizards,Atlanta Hawks,109.0,101.0,2016-2017,usa,nba
2017-04-19 04:30:00,Los Angeles Clippers,Utah Jazz,99.0,91.0,2016-2017,usa,nba
2017-04-19 02:00:00,Boston Celtics,Chicago Bulls,97.0,111.0,2016-2017,usa,nba
2017-04-19 01:00:00,Toronto Raptors,Milwaukee Bucks,106.0,100.0,2016-2017,usa,nba
2017-04-18 03:30:00,San Antonio Spurs,Memphis Grizzlies,96.0,82.0,2016-2017,usa,nba
2017-04-18 01:00:00,Cleveland Cavaliers,Indiana Pacers,117.0,111.0,2016-2017,usa,nba
2017-04-17 03:00:00,Houston Rockets,Oklahoma City Thunder,118.0,87.0,2016-2017,usa,nba
2017-04-17 00:30:00,Boston Celtics,Chicago Bulls,102.0,106.0,2016-2017,usa,nba
2017-04-16 21:30:00,Golden State Warriors,Portland Trail Blazers,121.0,109.0,2016-2017,usa,nba
2017-04-16 19:00:00,Washington Wizards,Atlanta Hawks,114.0,107.0,2016-2017,usa,nba
2017-04-16 04:30:00,Los Angeles Clippers,Utah Jazz,95.0,97.0,2016-2017,usa,nba
2017-04-16 02:00:00,San Antonio Spurs,Memphis Grizzlies,111.0,82.0,2016-2017,usa,nba
2017-04-15 23:30:00,Toronto Raptors,Milwaukee Bucks,83.0,97.0,2016-2017,usa,nba
2017-04-15 21:00:00,Cleveland Cavaliers,Indiana Pacers,109.0,108.0,2016-2017,usa,nba
2017-04-13 04:30:00,Golden State Warriors,Los Angeles Lakers,109.0,94.0,2016-2017,usa,nba
2017-04-13 04:30:00,Los Angeles Clippers,Sacramento Kings,115.0,95.0,2016-2017,usa,nba
2017-04-13 04:30:00,Portland Trail Blazers,New Orleans Pelicans,100.0,103.0,2016-2017,usa,nba
2017-04-13 03:00:00,Utah Jazz,San Antonio Spurs,101.0,97.0,2016-2017,usa,nba
2017-04-13 02:00:00,Boston Celtics,Milwaukee Bucks,112.0,94.0,2016-2017,usa,nba
2017-04-13 02:00:00,Chicago Bulls,Brooklyn Nets,112.0,73.0,2016-2017,usa,nba
2017-04-13 02:00:00,Cleveland Cavaliers,Toronto Raptors,83.0,98.0,2016-2017,usa,nba
2017-04-13 02:00:00,Houston Rockets,Minnesota Timberwolves,123.0,118.0,2016-2017,usa,nba
2017-04-13 02:00:00,Indiana Pacers,Atlanta Hawks,104.0,86.0,2016-2017,usa,nba
2017-04-13 02:00:00,Memphis Grizzlies,Dallas Mavericks,93.0,100.0,2016-2017,usa,nba
2017-04-13 02:00:00,Miami Heat,Washington Wizards,110.0,102.0,2016-2017,usa,nba
2017-04-13 02:00:00,New York Knicks,Philadelphia 76ers,114.0,113.0,2016-2017,usa,nba
2017-04-13 02:00:00,Oklahoma City Thunder,Denver Nuggets,105.0,111.0,2016-2017,usa,nba
2017-04-13 02:00:00,Orlando Magic,Detroit Pistons,113.0,109.0,2016-2017,usa,nba
2017-04-12 04:30:00,Los Angeles Lakers,New Orleans Pelicans,108.0,96.0,2016-2017,usa,nba
2017-04-12 04:30:00,Sacramento Kings,Phoenix Suns,129.0,104.0,2016-2017,usa,nba
2017-04-12 02:30:00,Dallas Mavericks,Denver Nuggets,91.0,109.0,2016-2017,usa,nba
2017-04-12 02:00:00,Minnesota Timberwolves,Oklahoma City Thunder,98.0,100.0,2016-2017,usa,nba
2017-04-12 01:30:00,Atlanta Hawks,Charlotte Hornets,103.0,76.0,2016-2017,usa,nba
2017-04-11 04:30:00,Golden State Warriors,Utah Jazz,99.0,105.0,2016-2017,usa,nba
2017-04-11 04:30:00,Los Angeles Clippers,Houston Rockets,125.0,96.0,2016-2017,usa,nba
2017-04-11 04:00:00,Portland Trail Blazers,San Antonio Spurs,99.0,98.0,2016-2017,usa,nba
2017-04-11 02:00:00,Chicago Bulls,Orlando Magic,122.0,75.0,2016-2017,usa,nba
2017-04-11 02:00:00,Detroit Pistons,Washington Wizards,101.0,105.0,2016-2017,usa,nba
2017-04-11 02:00:00,Milwaukee Bucks,Charlotte Hornets,89.0,79.0,2016-2017,usa,nba
2017-04-11 01:30:00,Boston Celtics,Brooklyn Nets,114.0,105.0,2016-2017,usa,nba
2017-04-11 01:30:00,Miami Heat,Cleveland Cavaliers,124.0,121.0,2016-2017,usa,nba
2017-04-11 01:00:00,Philadelphia 76ers,Indiana Pacers,111.0,120.0,2016-2017,usa,nba
2017-04-10 03:30:00,Los Angeles Lakers,Minnesota Timberwolves,110.0,109.0,2016-2017,usa,nba
2017-04-10 00:00:00,Memphis Grizzlies,Detroit Pistons,90.0,103.0,2016-2017,usa,nba
2017-04-10 00:00:00,Phoenix Suns,Dallas Mavericks,124.0,111.0,2016-2017,usa,nba
2017-04-10 00:00:00,Sacramento Kings,Houston Rockets,128.0,135.0,2016-2017,usa,nba
2017-04-09 23:00:00,Denver Nuggets,Oklahoma City Thunder,105.0,106.0,2016-2017,usa,nba
2017-04-09 21:30:00,Atlanta Hawks,Cleveland Cavaliers,126.0,125.0,2016-2017,usa,nba
2017-04-09 18:00:00,New York Knicks,Toronto Raptors,97.0,110.0,2016-2017,usa,nba
2017-04-09 04:30:00,Golden State Warriors,New Orleans Pelicans,123.0,101.0,2016-2017,usa,nba
2017-04-09 04:00:00,Portland Trail Blazers,Utah Jazz,101.0,86.0,2016-2017,usa,nba
2017-04-09 02:30:00,San Antonio Spurs,Los Angeles Clippers,87.0,98.0,2016-2017,usa,nba
2017-04-09 01:00:00,Philadelphia 76ers,Milwaukee Bucks,82.0,90.0,2016-2017,usa,nba
2017-04-09 01:00:00,Washington Wizards,Miami Heat,103.0,106.0,2016-2017,usa,nba
2017-04-09 00:00:00,Charlotte Hornets,Boston Celtics,114.0,121.0,2016-2017,usa,nba
2017-04-09 00:00:00,Orlando Magic,Indiana Pacers,112.0,127.0,2016-2017,usa,nba
2017-04-08 23:00:00,Brooklyn Nets,Chicago Bulls,107.0,106.0,2016-2017,usa,nba
2017-04-08 04:30:00,Los Angeles Lakers,Sacramento Kings,98.0,94.0,2016-2017,usa,nba
2017-04-08 04:00:00,Phoenix Suns,Oklahoma City Thunder,120.0,99.0,2016-2017,usa,nba
2017-04-08 03:00:00,Denver Nuggets,New Orleans Pelicans,122.0,106.0,2016-2017,usa,nba
2017-04-08 03:00:00,Utah Jazz,Minnesota Timberwolves,120.0,113.0,2016-2017,usa,nba
2017-04-08 02:30:00,Dallas Mavericks,San Antonio Spurs,89.0,102.0,2016-2017,usa,nba
2017-04-08 02:00:00,Houston Rockets,Detroit Pistons,109.0,114.0,2016-2017,usa,nba
2017-04-08 02:00:00,Memphis Grizzlies,New York Knicks,101.0,88.0,2016-2017,usa,nba
2017-04-08 01:30:00,Cleveland Cavaliers,Atlanta Hawks,100.0,114.0,2016-2017,usa,nba
2017-04-08 01:30:00,Toronto Raptors,Miami Heat,96.0,94.0,2016-2017,usa,nba
2017-04-07 04:30:00,Portland Trail Blazers,Minnesota Timberwolves,105.0,98.0,2016-2017,usa,nba
2017-04-07 02:00:00,Atlanta Hawks,Boston Celtics,123.0,116.0,2016-2017,usa,nba
2017-04-07 01:30:00,New York Knicks,Washington Wizards,103.0,106.0,2016-2017,usa,nba
2017-04-07 01:00:00,Indiana Pacers,Milwaukee Bucks,104.0,89.0,2016-2017,usa,nba
2017-04-07 01:00:00,Orlando Magic,Brooklyn Nets,115.0,107.0,2016-2017,usa,nba
2017-04-07 01:00:00,Philadelphia 76ers,Chicago Bulls,90.0,102.0,2016-2017,usa,nba
2017-04-06 04:30:00,Los Angeles Clippers,Dallas Mavericks,112.0,101.0,2016-2017,usa,nba
2017-04-06 04:00:00,Phoenix Suns,Golden State Warriors,111.0,120.0,2016-2017,usa,nba
2017-04-06 02:30:00,San Antonio Spurs,Los Angeles Lakers,95.0,102.0,2016-2017,usa,nba
2017-04-06 02:00:00,Boston Celtics,Cleveland Cavaliers,91.0,114.0,2016-2017,usa,nba
2017-04-06 02:00:00,Houston Rockets,Denver Nuggets,110.0,104.0,2016-2017,usa,nba
2017-04-06 02:00:00,Memphis Grizzlies,Oklahoma City Thunder,100.0,103.0,2016-2017,usa,nba
2017-04-06 01:30:00,Detroit Pistons,Toronto Raptors,102.0,105.0,2016-2017,usa,nba
2017-04-06 01:00:00,Charlotte Hornets,Miami Heat,99.0,112.0,2016-2017,usa,nba
2017-04-05 04:30:00,Golden State Warriors,Minnesota Timberwolves,121.0,107.0,2016-2017,usa,nba
2017-04-05 04:30:00,Sacramento Kings,Dallas Mavericks,98.0,87.0,2016-2017,usa,nba
2017-04-05 03:00:00,Utah Jazz,Portland Trail Blazers,106.0,87.0,2016-2017,usa,nba
2017-04-05 02:30:00,San Antonio Spurs,Memphis Grizzlies,95.0,89.0,2016-2017,usa,nba
2017-04-05 02:00:00,New Orleans Pelicans,Denver Nuggets,131.0,134.0,2016-2017,usa,nba
2017-04-05 02:00:00,New York Knicks,Chicago Bulls,100.0,91.0,2016-2017,usa,nba
2017-04-05 02:00:00,Oklahoma City Thunder,Milwaukee Bucks,110.0,79.0,2016-2017,usa,nba
2017-04-05 01:00:00,Cleveland Cavaliers,Orlando Magic,122.0,102.0,2016-2017,usa,nba
2017-04-05 01:00:00,Indiana Pacers,Toronto Raptors,108.0,90.0,2016-2017,usa,nba
2017-04-05 01:00:00,Philadelphia 76ers,Brooklyn Nets,118.0,141.0,2016-2017,usa,nba
2017-04-05 01:00:00,Washington Wizards,Charlotte Hornets,118.0,111.0,2016-2017,usa,nba
2017-04-04 01:00:00,Minnesota Timberwolves,Portland Trail Blazers,110.0,109.0,2016-2017,usa,nba
2017-04-03 03:00:00,Phoenix Suns,Houston Rockets,116.0,123.0,2016-2017,usa,nba
2017-04-03 02:00:00,Golden State Warriors,Washington Wizards,139.0,115.0,2016-2017,usa,nba
2017-04-03 00:00:00,Brooklyn Nets,Atlanta Hawks,91.0,82.0,2016-2017,usa,nba
2017-04-03 00:00:00,Cleveland Cavaliers,Indiana Pacers,135.0,130.0,2016-2017,usa,nba
2017-04-03 00:00:00,Miami Heat,Denver Nuggets,113.0,116.0,2016-2017,usa,nba
2017-04-03 00:00:00,New Orleans Pelicans,Chicago Bulls,110.0,117.0,2016-2017,usa,nba
2017-04-03 00:00:00,Toronto Raptors,Philadelphia 76ers,113.0,105.0,2016-2017,usa,nba
2017-04-02 21:30:00,Los Angeles Lakers,Memphis Grizzlies,108.0,103.0,2016-2017,usa,nba
2017-04-02 21:30:00,Milwaukee Bucks,Dallas Mavericks,105.0,109.0,2016-2017,usa,nba
2017-04-02 21:30:00,San Antonio Spurs,Utah Jazz,109.0,103.0,2016-2017,usa,nba
2017-04-02 21:00:00,Oklahoma City Thunder,Charlotte Hornets,101.0,113.0,2016-2017,usa,nba
